rice noodle	131 415 1070 1071 1080 1545 1661 2009 2155 2640 2642 2756 2799 2800 2801 2834 2977 3151 3678 4150 4171 4907 5124 6714 6878 7645 7654 8674 9402 9427 9510 9549 9636 9638 9858 9955 10385 11449 11894 11998 12596 13179 14255 14266 14880 15030 15139 15501 15532 15599 15895 15909 16098 16208 16387 16446 16480 16626 16663 16694 16726 16747 16949 17678 17707 17772 17885 17939 18249 18262 18624 18674 18710 18972 19085 19117 19335 19549 19663 19795 21476 22919 22959 23531 23613 23956 24002 24168 24309 25336 25337 25338 27501 27547 27565 28019 28550 28795 28970 29161 29192 29714 29872 30261 30331 30336 30385 30393 30444 30487 30509 30564 30593 30694 30709 30713 30784 30842 30844 31327 31370 32529 34126 34881 34947 35530 36355 37246 37391 37825 37880 38156 38203 38604 38623 38864 38870 39009 39653 39937 40485 40777 41271 41500 41537 41548 41624 41837 41910 42048 42097 42146 42194 42237 42257 42503 42508 42555 42613 42658 42684 42695 42697 42813 42985 43165 43530 44241 44492 44612 45101 45845 46313 48314 48317 48465 48580 49160 49192 49194 49342 53519 53663 54063 54167 54209 54231 54233 54395 54433 54459 54941 55138 55246 55972 56018 56098 56181 56213 56313 56408 56409 56431 56482 56527 56565 56602 56706 56896 57126 57444 57458 57479 57486 57543 57788 57831 57833 57836 58609 58610 58673 58693 58798 58850 59133 59199 59205 59210 59240 59357 59408 59413 59941 60090 60275 60375 60559 60730 60779 60836 60838 60921 60926 60958 61039 61193 61340 61418 61522 61609 61750 61882 61971 62107 62223 62248 62374 62392 62440 62546 62583 62766 62773 64633 64635 64706 64810 64915 64955 65467 65589 65615 65675 65823 65920 67820 67935 68757 68884 69128 69194 69435 70534 70820 70828 70886 71026 71134 71255 71712 72878 73167 73383 74408 74441 74454 74524 74607 74629 74746 74901 74913 75031 75216 75580 77152 77186 77209 77695 79193 79205 79889 80300 80335 80664 80781 81137 81140 81156 81481 81690 82504 82668 84317 84447 84843 84896 84931 84949 84968 85094 85697 86265 86270 86312 86319 86359 86408 86428 86452 86458 86519 86550 86552 86680 86710 86800 86886 86889 87158 87224 87378 87514 87563 87857 94099 94610 94653 94792 94796 95426 95612 95870 95954 96336 96376 98091 98355 98971 99582 100847 101230 102415 102623 102813 102819 102929 103278 103626 103827 104331 104861 105046 105625 107996 108669 108675 109845 110285 111157 112538 113491 113655 113709 113723 113740 113823 113827 113875 113968 114017 114057 114059 114070 114127 114183 114251 114258 114411 114611 114694 114703 114729 114772 114964 114970 115257 115365 115603 115609 115716 117239 117689 118473 118610 119401 119853 119881 120073 120075 120201 121495 121858 122081 123135 123284 123350 123399 123403 124003 124252 124700 124735 125149 125299 125650 125722 126737 126748 126772 126830 128113 128733 131976 133678 134936 135259 136289 136383 136873 136935 137458 138214 138367 138644 138646 139380 139537 139612 140035 141138 143747 144286 144675 144701 144703 144725 144754 144786 145079 145186 145642 145841 146071 146168 146548 146974 146992 147030 147040 147466 147659 147934 149163 149181 149183 149185 149429 149431 151021 151063 153330 154582 154931 155134 155135 155146 156368 156524 156989 157014 157037 158633 159040 159347 159348 159714 159727 160405 160674 161264
ginger and onion	3219 14988 21615 23480 29872 30019 38859 49359 51244 74079 74103 101968 110217 140641 140643
general tso	0 8 128 142 146 188 221 282 318 336 363 374 391 411 415 426 435 450 463 470 472 1925 1934 2311 2433 2463 4950 5035 5050 5097 5104 5131 5139 5143 5269 5406 5407 5415 6248 6293 6295 6878 6895 6921 8519 8656 8673 8674 8677 8678 8709 8733 8789 8837 8840 8868 8878 8885 10380 10624 11815 12245 12257 12772 12824 12830 12959 13189 13407 13507 14073 14086 14095 14102 14114 14569 15023 22201 22203 22243 22253 22258 22260 23519 25067 25088 25409 25583 25859 25877 27562 28570 28724 28986 28994 29004 29023 29034 29110 29169 29255 29354 29358 29360 29383 29394 29428 29432 30182 30977 31410 31785 31846 31862 32330 32597 32749 33092 33546 34015 34159 34339 34537 35296 35326 35332 35339 35400 35489 35645 35671 35682 35691 35695 35756 35767 35840 35851 35857 35867 36507 36775 36964 36984 37506 37543 37779 38492 38681 39239 39258 39273 39283 39290 39294 39486 39743 40025 41158 41210 41326 41389 41407 41427 44241 44278 44319 44626 44646 44694 45039 45150 45206 45208 45249 45560 46352 46440 46448 46459 46465 46513 46657 46669 46748 47078 47937 47941 47961 47986 48002 48098 48228 48320 48349 48431 48968 49342 50297 50974 51522 51570 53622 53628 53720 53748 53780 53881 54380 54396 54457 54464 54472 54475 56263 58900 59020 59028 59179 59511 61550 63287 63291 63337 63466 63634 64438 65881 66378 66906 67256 67431 67474 67476 67480 67492 67497 67508 67512 67516 67526 67539 70517 71284 71338 71354 71398 72348 74241 75926 75958 76056 76292 77587 77963 78021 78113 78163 78220 78332 78388 78691 78760 78761 78767 78812 79451 79508 79510 80693 81039 81753 81823 81851 81877 81970 82101 82118 83158 83196 83232 83320 83688 84624 84646 84720 84737 84781 85446 85485 85500 85501 85507 85645 85679 85680 85685 86223 86911 87186 87616 87645 87659 87987 88022 93576 93631 93636 95593 95612 96171 96222 96223 96287 96290 96298 96312 96507 96550 96627 96631 96679 96684 96691 96715 99476 99694 99745 100426 100500 102032 103252 103270 103271 103930 103983 105055 105433 105603 105726 105740 105825 105861 105886 105918 105941 105969 106074 106121 106163 106164 106240 106246 106580 106783 106791 107024 107261 107897 108006 108377 108406 109542 109656 110535 110537 110541 110548 110677 110784 111185 111187 111285 111372 111377 111503 111505 111522 111541 111560 111564 111595 111649 112378 112478 112481 112485 112531 112623 115832 115843 115921 115928 115972 115980 116043 116242 116245 116389 116402 116940 116963 117158 117161 117181 117201 117239 117345 117448 117753 117813 117887 117931 118135 118139 118188 118194 118304 118306 118350 118361 118380 118599 118657 119053 119258 119579 119585 119623 119719 119729 119731 120279 121993 121996 122013 122025 122062 122155 122178 122378 122698 122785 122787 122813 122856 126037 126136 126163 126216 126225 126301 126323 126365 126733 127233 127249 127481 127605 133124 133149 133594 133796 133832 133943 134000 134817 134835 134844 134848 134887 134903 134995 135037 135109 135179 135229 135333 139970 140073 140096 140170 140649 141030 141066 141067 141272 141746 141775 141823 141911 141922 142002 142060 142342 142784 143214 143412 143523 143628 143658 143686 145525 145709 145753 145835 146423 147040 147061 147111 147226 147263 147264 147295 147321 147346 147367 147412 147791 147819 148025 148080 148707 148731 148796 148955 149002 149011 149044 149046 149355 149368 149473 149686 149739 149903 149927 149943 149989 150076 150201 150257 150337 150461 150467 150770 150957 150959 151073 152745 153007 153084 154369 154449 154454 154484 154750 155210 155233 155238 155252 155296 155300 156052 156875 156877 156913 156932 157557 157618 157662 158306 158486 159405 159817 160977 161189 161361 161489 161491 161530 161537 161538
century egg	16241 54606 54831 59145 59670 59772 60040 60660 60791 61116 61780 67956 72805 77455 149434 151462 151464
preserved egg	1703 1747 4665 9313 15370 23105 27901 28950 28970 54553 54606 54608 55421 56096 56483 56763 56817 56825 57182 57185 57287 57288 57442 57582 65037 65235 66173 70638 72746 74912 77245 139356 139445 139593 150510 151470 158926 158929 158938
walnut shrimp	1309 1336 2537 2725 2967 3100 3130 3208 3229 3624 3753 3841 3895 3945 4005 4089 4105 4610 4860 4910 5086 5470 6093 6237 6249 7073 7161 7886 8001 9418 9459 10615 11774 11931 12735 13736 14003 14018 14019 14100 14410 14853 14866 14868 14932 14984 15212 15829 16723 16840 17070 17204 17506 18586 18593 18617 18851 20596 20649 20651 20714 21033 21035 21043 21045 21541 21639 21646 21671 21696 21726 21777 21783 21806 21856 21925 22070 22094 22173 22594 22769 22878 23051 23057 23096 23148 23184 23195 23200 23201 23240 23243 23364 23395 23409 23411 23418 23431 23437 23450 23452 23457 23515 23707 23709 23715 23743 23780 23792 23841 23888 23926 23939 23941 24482 25170 25205 25215 25590 25940 25999 26151 26271 26293 26426 26671 26692 26702 26709 26811 26823 26827 26841 26882 28190 28490 29955 31113 31141 31403 31520 32135 33860 33895 33912 34292 34386 34505 36048 36083 36241 36256 36318 37188 37210 37419 37830 37950 37974 38071 38092 38098 38135 38156 38337 38430 38586 38606 38694 38794 38897 39059 39141 39154 39860 39863 40206 41420 41432 41460 41815 41817 41899 42238 42363 42637 43187 44488 44717 45772 45957 46162 46182 46259 46638 46671 46744 46833 46854 46862 46940 48142 49359 49373 49880 50116 50363 54433 55598 55651 55880 61780 64511 64526 64837 64952 65204 65308 65606 65687 66076 68975 69395 70373 70435 70513 70514 70720 70925 71005 71006 71035 71264 71373 71645 71796 72305 73872 74081 74084 74199 76113 76115 76200 76271 76417 78320 78326 78660 78678 78799 78808 78830 79614 79653 80730 80975 81040 81739 81801 81836 82039 82561 83879 83887 83890 83979 84046 84100 84865 84979 85377 85431 85685 85733 85763 86905 87398 87403 87886 87987 92372 93717 93792 93863 94072 94411 95627 95644 95903 96176 96201 96203 96827 97050 97160 97480 98574 98785 98861 98936 98950 100129 100272 102946 104401 104636 105144 105335 105971 106106 106618 106664 107349 107920 108267 108537 108542 108591 109871 110138 110170 110208 110250 110440 111258 111414 111422 111451 111581 111600 111647 111654 113693 114401 116562 117313 117543 117810 117882 117887 117890 117941 117943 117975 117996 118248 118250 118262 118667 118796 118808 119700 120193 120194 121829 122324 122647 125685 126128 126174 128634 135135 135232 135338 139724 140696 140726 140743 140748 141027 141067 141097 141232 141575 141577 141596 141622 142382 144372 144378 144380 144428 144518 144569 144609 144878 144940 144987 145597 145879 145888 145904 145917 145995 145997 146000 146357 146473 146480 146654 147130 147143 147663 147668 147671 148078 149115 149881 149904 149958 149961 150064 150268 150311 150318 150359 150382 150398 150640 151528 151647 152755 152777 152793 152955 153029 154794 154832 154864 154874 154878 154913 154928 154958 154969 154972 155881 156799 156849 156870 156895 156906 157152 157240 157265 157434 157558 157646 157842 159074 159164 159267 159268 159289 159291 160608 160689 161052
pork blood	17475 19461 80685 113214 124535 124700 124839 124844 124853 125112 125572 128655 128974 133042 148108 148235 148361 148532
chicken wings	95 2120 2122 2148 3285 3384 3387 3420 3475 3477 3622 3649 3669 3753 3904 4322 4484 4492 4524 4562 5212 5531 5629 5823 6370 6486 6487 6488 6501 6562 6570 6571 6666 6679 7783 8709 8714 8792 10008 11363 12220 12222 12234 12498 12503 12624 13418 13502 13867 15008 15310 15379 15492 16067 16801 16903 16904 17421 17965 17971 18016 18131 18342 19311 19382 19687 19760 19901 20053 20176 20246 21192 21341 21988 22057 22561 24116 24680 24832 24979 25035 25502 26926 26994 27065 27164 27215 27340 27345 27438 27453 27461 29222 29428 29430 29766 29768 31948 32667 32865 33565 34432 34606 37490 37664 38248 38890 39242 39337 39614 39850 40061 40446 40553 40688 40789 40815 40817 40819 40938 41002 41210 41279 41471 42511 43132 44837 46167 46755 47276 47472 48436 48440 48891 49059 55997 56167 56808 56924 61052 61540 64989 65099 65398 66186 66195 68821 68830 68837 68952 70824 71267 71354 73468 75392 77134 77269 77357 77391 77403 77422 77686 77851 77857 78442 78682 79404 79433 80564 81051 81417 81857 81863 81867 81873 81954 84735 84899 86641 86739 86760 87777 87789 87797 87817 88337 95548 95555 96183 96306 97050 97066 97068 97205 97259 97268 97345 97392 97409 97517 99126 99242 99401 99413 99526 100016 100021 100351 100990 101032 101313 101365 101956 102758 103030 105451 105756 105867 106203 106602 106842 106854 106859 106861 106949 108591 108593 109524 110583 110730 110734 110770 111574 111650 112272 112295 112318 112329 112367 113414 113421 113490 113532 113708 113745 113837 113859 113913 113959 114086 114130 114143 114222 114252 114256 114262 114274 114387 114438 114490 114652 114687 114755 114777 114789 114791 114958 115467 116933 117077 118495 118563 118695 118885 119321 119439 122472 122478 122547 122763 123209 123213 123484 125854 125860 125861 125869 125875 125996 126978 127403 127565 128605 133460 135146 135331 135957 136589 136593 138341 138365 138369 138396 138403 138414 138423 138426 138504 138549 138580 138581 138602 138610 138620 138641 138647 138653 138660 138663 138689 138695 138773 138811 138853 138855 138880 138910 138939 138944 138960 138973 138987 139006 139078 139123 139126 139133 139167 139180 139196 139208 139226 139328 139356 139363 139421 139422 139437 139441 139449 139468 139517 139555 139593 139600 139602 139644 139669 139686 139759 140882 141101 142381 143546 143723 144325 145176 145974 146034 146527 146946 146970 147025 147026 147856 147883 147908 147921 148372 148955 149130 149133 150699 151462 152781 153240 153428 153460 153683 153910 155037 156921 157202 157434 158321 159913 159921 159928 160002 160053 160058 160234 160688 160689 160726 160743 160765 160799 160801 160816 160853 160879 161020 161264
roasted pork	7548 7734 7735 10793 20335 20907 21049 21932 22190 22191 26367 28067 29856 30034 30071 31216 31243 42127 51647 53290 55466 55538 55721 59185 60307 60375 61207 61210 63096 63251 67923 71115 72686 75229 78011 80039 84887 84933 98032 98137 98349 98422 124598 124671 124704 124705 124802 124836 124855 124920 124931 124946 124948 124952 124974 125029 125045 125054 125105 125125 125128 125158 125163 125171 125200 125250 125336 125337 125341 125349 125355 125360 131626 145111 145183 147624 147736 147743 155281 159600 159827 159867 159875 159894 159916 159984 160080 160103 160235 160236 160370 161256 161268 161546
shrimp and egg fried rice	
seafood noodle	9825 18380 20501 23826 28770 42804 44361 44475 45183 45319 45541 47123 47150 55073 56191 56605 59737 59821 60686 60816 61121 61122 61137 65000 65006 65065 65321 80685 81621 85111 98413 100446 100463 103743 103771 103871 103932 103996 104010 104453 111807 112888 113797 113959 114038 114352 114356 114446 114455 114721 114730 114765 116903 117069 120539 120989 121011 121019 121080 121244 121320 121376 121406 122639 124424 124451 129580 130357 133069 139006 139290 139389 139675 144274 146525 156414 157265 159865
beer sauce	
fish strips	23660
soybean sauce	148160
double cooked	5440 11464 29401 71478 94861 122704 126272 134995 139925 161052
lo mein	115 132 209 222 236 248 257 265 416 429 463 465 1089 1371 1489 1656 1658 2298 2514 3335 3889 4257 4297 4376 4397 4429 4496 4538 4625 4648 4652 4744 4749 4864 4894 5376 5407 5415 5500 5564 5588 5592 5670 5690 5743 5748 5761 5815 5833 5839 6188 6190 6244 6248 6283 6284 6292 6295 6503 6618 6769 6774 6794 6800 6835 6839 7344 7380 7412 7469 7474 7662 7712 7740 8166 8358 8440 8527 8551 8597 8648 8669 8712 8751 9010 9080 9405 10133 10146 10372 10399 10587 10650 10653 10681 10765 11332 11379 11401 11503 11520 11534 11541 11563 11593 11595 11597 11645 11682 11686 11884 11920 12121 12153 12200 12211 12254 12313 12356 12380 12424 12478 12538 12559 12830 12937 12950 12957 13007 13010 13015 13055 13378 13826 13896 13998 14005 14032 14063 14344 14436 14461 14578 15057 20386 20707 20886 20931 20937 21076 21302 21409 21557 21909 22343 22676 22732 23581 24466 25396 25409 26934 27120 27253 28122 28498 28499 28515 28713 28802 28811 28833 28994 29034 29130 29142 29382 29383 29597 29611 29638 29660 29786 29881 29910 30857 30861 30865 30963 31052 31839 31840 31843 31917 32098 32099 32402 32404 32445 32492 32502 32584 32918 32931 32933 33025 33199 33274 33277 33316 33378 33387 33393 33445 33478 33806 33911 33935 33941 34002 34020 34028 34030 34099 34110 34196 34214 34254 34435 34486 34567 34569 35156 35233 35637 35825 35840 36256 36262 36473 36483 36488 36594 36739 36765 36798 36808 37057 37771 37773 37775 37777 37907 37950 38248 38427 38596 38649 38688 38729 38880 38924 38926 38973 38975 39005 39054 39086 39188 39194 39195 39279 39289 39297 39478 39516 39518 39621 39653 39900 40142 40162 40178 40255 40294 40383 40401 40423 40923 40946 41427 44071 45019 45154 45254 45272 45357 45486 45502 45747 45817 46314 46356 46360 46382 46432 46578 46600 46672 46680 46786 46965 47020 47049 47114 47160 47911 48006 48011 48015 48119 48174 48287 48330 48334 48349 48361 48366 48465 48844 48910 48914 48916 49267 53609 53663 53805 53859 53881 53894 54340 54365 54461 55841 56318 56324 56375 56511 56965 57245 57382 57599 58785 61443 62128 64296 64346 64350 64490 64526 65063 65649 66470 66601 66829 66894 66995 67013 67092 67207 67476 67497 67531 67789 68034 69949 69980 70014 70024 70059 70088 70138 70198 70206 70214 70252 70326 70328 70360 70373 70399 70409 70425 70435 70451 70479 70488 71372 71485 71546 71972 72279 73070 73458 73651 73872 74034 74832 74861 74863 75409 75436 75438 75452 75481 75571 75873 75901 76056 76423 76524 76530 76536 76608 76610 76638 76639 76841 77396 77410 77424 77427 77617 77640 77649 77739 77785 77850 77891 77998 78011 78153 78156 78345 78413 78498 78508 78511 78512 78570 78579 78628 78691 78697 78753 78922 79084 79412 79520 80965 80990 81026 81195 81475 81877 81893 81909 81914 81976 82401 82502 82518 82538 82540 82663 82715 82765 82790 82872 82892 82921 82923 83633 83655 83688 83731 83804 84089 84091 84612 84671 84769 84773 84776 85004 85115 85475 85522 85543 85685 85728 86938 86946 87022 87245 87410 87420 87429 87467 87485 87514 87632 87637 87678 87736 87742 87767 93900 94721 94745 95676 95760 96004 96111 96116 96150 96173 96183 96189 96245 96271 96463 96465 97160 97435 97517 97781 97802 97844 97866 97882 98099 98947 99065 99260 99309 99413 99448 99709 99737 99792 99817 100447 101424 102029 102032 102049 102161 102276 102462 102496 103263 103265 103324 103325 103973 103975 104533 104650 105038 105264 105706 105733 105744 105749 105759 105822 105866 105867 105913 105920 105945 106006 106122 106124 106145 106600 106783 106834 106845 106892 106897 106899 106972 107020 107021 107036 107039 107158 107234 107469 107518 107811 107878 107930 107932 107985 107996 108320 108325 108342 108358 108362 108400 108405 108429 108431 108439 108447 109583 109704 109707 110531 110642 110831 110926 110953 111357 111392 111396 111410 111438 111446 111451 111456 111469 111473 111503 111540 111541 111551 111555 111573 111693 111700 112400 112555 112557 113246 113374 114030 114031 115755 115757 115760 115826 115843 115898 116030 116042 116043 116047 116048 116071 116262 116267 116332 116389 116960 117168 117233 117241 117248 117280 117306 117309 117313 117344 117364 117471 117654 117682 117683 117806 117813 117918 117935 117944 118041 118188 118203 118303 118452 118928 119282 119616 119650 119713 119739 119785 120774 121271 121865 122238 122698 122785 122787 122835 123079 123710 124727 124922 125631 126155 126174 126256 126415 126419 127153 127269 127279 127420 127539 133101 133133 133135 133153 133474 133557 133559 133577 133693 133792 133799 133809 133913 133927 134032 134889 134910 135220 135232 135233 135246 135274 135371 135405 135459 135483 137950 139853 140035 140112 140335 140337 140661 141729 141973 142027 142164 142266 143048 144472 144476 144587 144598 144600 144603 144618 145620 145716 145750 146051 146586 146954 146984 147018 147302 147321 147364 147400 147402 147407 147430 147791 148726 148741 148752 148768 148966 148989 149011 149051 151060 151063 151078 151080 151085 151094 151101 151103 151105 151107 151120 151362 151524 151625 153022 153105 154446 154451 154454 154468 154481 154510 154535 155026 155254 155279 155294 155296 155560 155567 155918 156040 156056 156061 156070 156144 156176 156799 156889 156910 156925 156932 157751 157760 157956 157996 159217 159225 159256 159786 160445 160641 160643 161126 161133 161355 161477 161510 161524 161530
pork chop	255 1671 1684 2591 2834 3094 3130 3195 3197 3619 3650 3669 3746 3753 5470 5848 7625 7627 7667 7697 9198 9233 9422 9593 9931 9942 12735 14843 14864 15059 15131 15161 15212 15230 15241 15269 15270 15290 15344 15423 15433 15446 15463 15474 15553 15665 15829 15976 16047 16244 16387 16430 16568 16570 16586 16758 16804 17386 17482 17790 17805 17974 18084 18288 18373 18588 18598 18615 18670 18671 18785 18917 19091 19157 19195 19274 19413 19884 19923 19951 20034 20238 20241 20335 20494 20714 21463 21468 21508 21564 21571 21592 21650 21671 21680 21682 21689 21776 21801 21803 21805 21812 21825 21851 21868 21873 21877 21879 21889 21894 21936 21971 22009 22094 22121 22131 22136 22138 22168 22191 22194 22594 22754 22803 22805 22831 22935 22945 22987 23093 23121 23240 23243 23332 23343 23376 23383 23409 23413 23418 23470 23475 23518 23577 23611 23636 23641 23662 23754 23826 23922 23926 23950 26048 26071 26098 26109 26128 26185 26204 26288 26307 26350 26360 26367 26373 26398 26403 26458 26467 26468 26490 26491 26516 26529 26550 26564 26577 26597 26599 26601 26604 26649 26692 26695 26698 26711 26731 26809 26810 26833 26834 26862 26869 26878 26893 27663 28142 28144 28939 28950 29677 30444 30846 33697 38780 38795 41408 41924 43145 44737 46018 46052 46132 46148 46159 46213 46233 46248 46261 46432 46795 46800 46817 46904 46956 47017 48436 48879 48882 49194 49335 49336 49349 49359 49399 49523 54550 57552 58771 64776 64858 64893 65039 65188 65202 65265 65634 65851 65920 66076 66227 67819 67892 67894 67925 68741 70211 71077 71177 71264 71796 71833 71857 71863 71874 71922 73853 74517 74519 76006 77139 77144 77239 77240 77393 77499 77744 77746 77957 80736 80762 80770 81098 81106 81666 81739 82366 85717 94290 94681 94832 94853 96509 97066 97883 99260 99268 99270 99275 100062 102111 102925 106861 106931 108189 108212 108221 108223 108225 108593 108623 108675 108677 109761 109763 109853 109868 109902 109927 109940 109962 109963 109995 110009 110082 110129 110134 110165 110210 110222 110276 110331 110348 110368 110412 110413 110424 110440 110456 110471 110561 113416 113423 113522 113524 113527 113565 113959 114737 114743 114845 116445 118223 118676 120462 122529 122534 122536 123808 124149 124168 124177 124201 124219 124339 124395 125839 125842 125866 125869 126693 127631 127681 127742 127794 127855 127915 127979 128054 128086 128211 133003 133064 133095 133097 138085 138095 138101 138110 138121 138122 138133 138139 138176 138182 138231 138259 138260 138274 138277 138289 138365 138369 138441 138461 138478 138491 138504 138562 138610 138650 138694 138695 138893 138897 138929 138944 138972 138978 138997 139217 139341 139344 139422 139427 139476 139478 139518 139586 139588 139607 144940 145045 147502 147616 147662 147675 147693 147728 147856 149064 149113 149132 149135 149140 149238 149291 149644 150689 150742 155177 155968 156812 156906 157027 157080 157083 157115 157584 157595 157708 158671 158768 158876 161041
